377,0.0,1453.000,724.500,85.000,245.500,0.910,-1,-1,-1
377,6.0,1709.000,606.000,50.000,145.500,0.875,-1,-1,-1
377,4.0,1378.000,575.000,44.000,104.500,0.890,-1,-1,-1
377,14.0,1754.000,611.000,44.000,128.500,0.725,-1,-1,-1
377,13.0,1495.000,576.000,32.000,97.500,0.767,-1,-1,-1
377,7.0,1529.000,567.500,36.000,100.000,0.861,-1,-1,-1
377,3.0,1456.000,576.000,40.000,99.500,0.890,-1,-1,-1
377,8.0,1578.000,566.000,34.000,101.500,0.855,-1,-1,-1
377,2.0,1345.000,652.000,86.000,229.500,0.904,-1,-1,-1
377,12.0,1356.000,541.500,25.000,64.500,0.785,-1,-1,-1
377,9.0,1415.000,581.500,40.000,97.500,0.853,-1,-1,-1
377,1.0,1553.000,691.000,102.000,232.000,0.908,-1,-1,-1
377,11.0,1512.000,572.500,37.000,100.000,0.825,-1,-1,-1
377,10.0,1375.000,542.000,22.000,65.000,0.832,-1,-1,-1
377,5.0,1560.000,573.000,36.000,102.000,0.878,-1,-1,-1
378,4.0,1377.000,574.500,43.000,103.500,0.897,-1,-1,-1
378,12.0,1355.000,539.500,25.000,67.000,0.803,-1,-1,-1
378,0.0,1451.000,726.500,87.000,251.500,0.915,-1,-1,-1
378,5.0,1560.000,571.500,37.000,105.000,0.874,-1,-1,-1
378,6.0,1713.000,608.500,53.000,144.000,0.866,-1,-1,-1
378,9.0,1414.000,582.000,41.000,94.500,0.861,-1,-1,-1
378,1.0,1550.000,691.500,98.000,236.000,0.901,-1,-1,-1
378,11.0,1512.000,571.000,37.000,101.500,0.821,-1,-1,-1
378,10.0,1373.000,540.500,24.000,66.500,0.828,-1,-1,-1
378,7.0,1529.000,567.000,36.000,100.000,0.861,-1,-1,-1
378,3.0,1456.000,574.500,39.000,99.000,0.877,-1,-1,-1
378,14.0,1756.000,608.000,47.000,131.000,0.508,-1,-1,-1
378,13.0,1495.000,575.500,32.000,97.000,0.755,-1,-1,-1
378,2.0,1341.000,650.500,87.000,232.000,0.898,-1,-1,-1
378,8.0,1578.000,565.500,34.000,100.500,0.852,-1,-1,-1
379,13.0,1494.000,574.500,33.000,95.500,0.696,-1,-1,-1
379,4.0,1377.000,572.500,43.000,103.500,0.892,-1,-1,-1
379,1.0,1550.000,691.000,89.000,237.000,0.893,-1,-1,-1
379,11.0,1511.000,570.000,37.000,101.000,0.816,-1,-1,-1
379,7.0,1529.000,566.000,35.000,98.500,0.846,-1,-1,-1
379,12.0,1354.000,538.000,26.000,68.500,0.759,-1,-1,-1
379,2.0,1333.000,648.500,91.000,233.500,0.900,-1,-1,-1
379,6.0,1715.000,607.500,51.000,144.500,0.845,-1,-1,-1
379,8.0,1578.000,564.000,34.000,98.500,0.855,-1,-1,-1
379,14.0,1763.000,606.000,47.000,135.000,0.734,-1,-1,-1
379,3.0,1454.000,575.000,40.000,97.500,0.872,-1,-1,-1
379,9.0,1412.000,580.000,39.000,96.000,0.856,-1,-1,-1
379,5.0,1560.000,571.000,37.000,103.000,0.874,-1,-1,-1
379,10.0,1373.000,539.000,23.000,67.000,0.814,-1,-1,-1
379,0.0,1450.000,726.000,88.000,259.000,0.914,-1,-1,-1
380,12.0,1352.000,537.000,26.000,73.000,0.781,-1,-1,-1
380,1.0,1543.000,691.500,81.000,237.000,0.868,-1,-1,-1
380,6.0,1714.000,605.000,50.000,144.000,0.842,-1,-1,-1
380,14.0,1773.000,601.500,46.000,137.500,0.816,-1,-1,-1
380,13.0,1492.000,572.500,33.000,96.000,0.730,-1,-1,-1
380,0.0,1450.000,726.000,88.000,263.000,0.915,-1,-1,-1
380,17.0,1731.000,607.000,48.000,140.500,0.655,-1,-1,-1
380,9.0,1409.000,578.000,39.000,96.500,0.856,-1,-1,-1
