452,0.0,1170.000,132.500,325.000,861.000,0.955,-1,-1,-1
452,9.0,822.500,296.500,89.000,237.500,0.700,-1,-1,-1
452,3.0,599.500,306.500,105.000,264.500,0.925,-1,-1,-1
452,1.0,715.000,191.250,172.000,544.250,0.945,-1,-1,-1
452,4.0,555.500,309.750,64.500,201.500,0.923,-1,-1,-1
452,5.0,866.500,301.000,87.000,240.500,0.904,-1,-1,-1
452,6.0,1053.000,299.000,82.000,253.500,0.900,-1,-1,-1
452,8.0,692.500,258.000,98.000,304.500,0.891,-1,-1,-1
452,7.0,1124.000,318.250,80.000,242.250,0.894,-1,-1,-1
452,2.0,936.000,221.000,140.000,440.000,0.934,-1,-1,-1
453,8.0,697.500,254.375,103.500,315.125,0.888,-1,-1,-1
453,1.0,717.000,196.000,176.500,536.000,0.952,-1,-1,-1
453,7.0,1132.000,318.750,82.000,243.250,0.898,-1,-1,-1
453,3.0,603.000,305.750,107.500,265.750,0.921,-1,-1,-1
453,0.0,1176.000,137.250,323.000,845.750,0.955,-1,-1,-1
453,9.0,814.500,290.500,90.000,244.500,0.660,-1,-1,-1
453,5.0,871.500,301.250,89.000,241.250,0.902,-1,-1,-1
453,4.0,561.000,308.250,66.500,203.750,0.922,-1,-1,-1
453,6.0,1059.000,299.250,82.000,255.250,0.912,-1,-1,-1
453,2.0,940.500,220.125,140.500,439.875,0.936,-1,-1,-1
454,8.0,703.000,253.000,102.500,318.500,0.897,-1,-1,-1
454,1.0,726.000,193.000,175.500,533.500,0.953,-1,-1,-1
454,7.0,1142.000,316.750,85.000,248.250,0.891,-1,-1,-1
454,5.0,876.500,302.750,89.500,239.250,0.908,-1,-1,-1
454,4.0,569.000,307.250,66.500,202.750,0.912,-1,-1,-1
454,3.0,608.500,304.500,105.500,265.500,0.922,-1,-1,-1
454,2.0,950.000,222.500,138.000,437.000,0.940,-1,-1,-1
454,0.0,1183.000,136.000,323.000,856.000,0.954,-1,-1,-1
454,9.0,818.000,305.250,81.500,221.750,0.206,-1,-1,-1
454,6.0,1068.000,300.500,81.000,252.000,0.911,-1,-1,-1
455,7.0,1151.000,317.000,85.000,246.000,0.882,-1,-1,-1
455,8.0,709.500,252.625,101.500,319.375,0.899,-1,-1,-1
455,0.0,1188.000,133.875,326.000,857.625,0.951,-1,-1,-1
455,1.0,737.000,194.625,172.500,533.875,0.951,-1,-1,-1
455,3.0,612.500,299.750,110.500,270.250,0.924,-1,-1,-1
455,5.0,888.500,303.000,85.000,237.000,0.912,-1,-1,-1
455,2.0,957.500,216.625,141.500,447.375,0.940,-1,-1,-1
455,4.0,576.500,307.500,66.500,200.500,0.929,-1,-1,-1
455,9.0,830.500,289.000,93.500,245.000,0.557,-1,-1,-1
455,6.0,1074.000,299.750,83.000,254.750,0.904,-1,-1,-1
456,4.0,583.500,306.250,65.000,202.000,0.919,-1,-1,-1
456,5.0,896.500,303.500,83.500,237.000,0.914,-1,-1,-1
456,8.0,713.500,249.750,104.500,323.750,0.903,-1,-1,-1
456,3.0,616.500,297.750,107.000,272.250,0.918,-1,-1,-1
456,1.0,746.000,196.250,169.500,527.250,0.946,-1,-1,-1
456,7.0,1160.000,318.000,86.000,249.500,0.881,-1,-1,-1
456,6.0,1080.000,299.000,84.000,255.000,0.916,-1,-1,-1
456,2.0,964.500,216.000,139.500,447.500,0.945,-1,-1,-1
456,9.0,837.000,306.750,84.500,218.250,0.208,-1,-1,-1
456,0.0,1193.000,132.250,325.000,855.750,0.952,-1,-1,-1
457,7.0,1168.000,315.000,93.000,258.500,0.864,-1,-1,-1
